oversamp	turnout	weight_ftf	source	vh12_source	vendorid	col0_abtid	cat.partyaffiliation	dispo	registration	prevote_reg	postvote_reg	regdate	e2012g	e2010g	e2008g	e2006g	namematch	cat.notatsample	birthyearmatch	dobmatch	cat.samezip9	cat.samestreet	cat.samezip5	cat.sametown	cat_voterstatus	vendor_num	streetnum	regaddr.ll	altstreet_match
0	Voted	0.1291	1	1	999999999	10522	LIB	Complete	1	2. Registered at a different address	-1. Inapplicable	20119999	1	0	0	0	1	1	match	mismatch	0	0	0	1	active	NA	10819	NA	TRUE
0	Voted	0.1318	1	1	999999999	20186	NPA	Complete	1	2. Registered at a different address	-1. Inapplicable	20049999	1	0	1	0	1	1	match	mismatch	0	0	0	0	active	NA	NA	NA	NA
0	Voted	0.1318	1	1	999999999	10528	DEM	Complete	1	1. Registered at this address	-1. Inapplicable	20109999	1	0	0	0	1	0	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	Voted	0.1332	1	1	999999999	40180	NPA	Complete	1	2. Registered at a different address	-1. Inapplicable	20059999	0	0	0	0	1	1	match	mismatch	0	0	0	0	active	NA	36323	NA	TRUE
0	Voted	0.1358	1	1	999999999	10526	REP	Complete	1	2. Registered at a different address	-1. Inapplicable	20059999	1	0	1	1	1	1	match	mismatch	0	0	0	0	active	NA	16	NA	TRUE
0	Voted	0.1551	1	1	999999999	10533	NPA	Complete	1	2. Registered at a different address	-1. Inapplicable	20109999	1	0	0	0	1	0	match	mismatch	1	1	1	1	active	NA	4616	NA	FALSE
0	"Not voted, unregistered"	0.4577	2	2	XXXXX999999999	20557	NA	Complete	1	3. Not currently registered	3. Not currently registered	20119999	0	0	0	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	0.0626	1	1	999999999	13131	NPA	Complete	1	1. Registered at this address	-1. Inapplicable	20019999	1	0	1	0	1	1	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	Voted	0.0661	1	1	999999999	13125	NPA	Complete	1	2. Registered at a different address	-1. Inapplicable	20129999	1	0	1	0	1	1	match	match	0	0	0	0	active	NA	NA	NA	NA
0	Voted	0.1535	1	1	999999999	13134	NPA	Complete	1	1. Registered at this address	-1. Inapplicable	20099999	0	0	0	0	1	1	match	mismatch	0	0	1	1	active	NA	NA	NA	NA
0	Voted	0.1925	3	3	XX-999900000000000	20556	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	0	0	NA	match	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.1925	3	3	XX-999900000000000	20556	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	0	1	0	1	NA	match	match	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.1925	3	3	XX-999900000000000	20556	NA	Complete	0	1. Registered at this address	-1. Inapplicable	NA	0	0	0	0	0	NA	match	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.1946	3	3	XX-999900000000000	13136	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	NA	1	1	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	1	1301	NA	FALSE
0	Voted	0.1991	3	3	XX-999900000000000	13132	NA	Complete	1	3. Not currently registered	1. Registered at this address	NA	1	0	0	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.2008	3	3	XX-999900000000000	13138	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	0	0	0	0	1	NA	match	match	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.2008	3	3	XX-999900000000000	13138	NA	Complete	0	1. Registered at this address	-1. Inapplicable	NA	0	0	0	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.2098	1	1	999999999	13142	DEM	Complete	1	1. Registered at this address	-1. Inapplicable	20089999	1	1	1	0	1	0	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	Voted	0.2127	3	3	XX-999900000000000	20560	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	1	1	NA	match	match	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.2127	3	3	XX-999900000000000	20560	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	0	0	0	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.2127	3	3	XX-999900000000000	20560	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.2127	3	3	XX-999900000000000	20560	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	1	0	NA	match	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.2127	3	3	XX-999900000000000	20560	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	0	1	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.2127	3	3	XX-999900000000000	20560	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	0	0	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.2127	3	3	XX-999900000000000	20560	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	0	0	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.2127	3	3	XX-999900000000000	20560	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.2127	3	3	XX-999900000000000	20560	NA	Complete	0	1. Registered at this address	-1. Inapplicable	NA	0	0	0	0	0	NA	match	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.2177	1	1	999999999	13143	DEM	Complete	1	1. Registered at this address	-1. Inapplicable	20099999	1	1	0	1	1	1	match	mismatch	0	0	0	0	active	NA	NA	NA	NA
0	Voted	0.2265	1	1	999999999	13133	DEM	Complete	1	2. Registered at a different address	-1. Inapplicable	19879999	1	1	1	0	1	1	missing data	missing data	0	0	1	1	active	NA	1700	NA	TRUE
0	Voted	0.4107	3	3	XX-999900000000000	13135	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	0	1	1	1	NA	match	match	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.4951	3	3	XX-999900000000000	13123	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	1	1	NA	match	match	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	1.2703	3	3	XX-999900000000000	13139	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	1.2703	3	3	XX-999900000000000	13139	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	1.2703	3	3	XX-999900000000000	13139	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	0	1	NA	match	match	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	1.2703	3	3	XX-999900000000000	13139	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	0	0	0	0	0	NA	match	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	No post-election IV	3.843	1	1	999999999	10546	NPA	Complete	1	2. Registered at a different address	"-6. Not asked, unit nonresponse (no Post-election interview)"	20089999	0	0	1	0	1	1	match	match	0	0	0	0	active	NA	2800	NA	FALSE
0	Not voted	2.0489	1	1	99999999	10555	NPA	Complete	1	1. Registered at this address	-1. Inapplicable	20039999	0	0	0	0	1	0	match	match	1	0	1	1	active	NA	NA	NA	NA
0	"Not voted, unregistered"	1.274	1	1	999999999	10541	UNK	Complete	0	3. Not currently registered	3. Not currently registered	NA	0	0	0	0	1	0	match	mismatch	1	0	1	1	unregistered	NA	NA	NA	NA
0	"Not voted, unregistered"	2.208	3	3	XX-999900000000000	20188	NA	Complete	1	3. Not currently registered	3. Not currently registered	NA	1	1	1	1	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	"Not voted, unregistered"	2.208	3	3	XX-999900000000000	20188	NA	Complete	1	3. Not currently registered	3. Not currently registered	NA	1	0	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	"Not voted, unregistered"	2.208	3	3	XX-999900000000000	20188	NA	Complete	0	3. Not currently registered	3. Not currently registered	NA	0	0	0	0	1	NA	missing data	missing data	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.588	1	1	999999999	10539	GRE	Complete	1	3. Not currently registered	2. Registered at a different address	20089999	1	1	1	0	1	1	match	match	0	0	1	0	active	NA	9645	NA	TRUE
0	Voted	0.9234	1	1	999999999	10550	DEM	Complete	1	1. Registered at this address	-1. Inapplicable	20059999	1	0	1	0	1	0	match	match	1	1	1	0	active	NA	NA	NA	NA
0	Voted	1	1	1	999999999	20190	REP	Complete	1	1. Registered at this address	-1. Inapplicable	20109999	1	1	0	0	1	0	match	match	1	1	1	0	active	NA	NA	NA	NA
0	Voted	1.0201	1	1	99999999	10545	DEM	Complete	1	2. Registered at a different address	-1. Inapplicable	20099999	1	1	1	1	1	1	match	match	0	0	0	0	active	NA	3530	NA	TRUE
0	Voted	1.2232	1	1	99999999	10554	REP	Complete	1	1. Registered at this address	-1. Inapplicable	19769999	1	0	1	1	1	0	match	match	1	1	1	0	active	NA	NA	NA	NA
0	Voted	2.2034	1	1	99999999	10552	REP	Complete	1	1. Registered at this address	-1. Inapplicable	19989999	1	1	1	1	1	0	match	match	1	1	1	0	active	NA	NA	NA	NA
0	Voted	4.6332	1	1	99999999	20187	NPA	Complete	1	1. Registered at this address	-1. Inapplicable	19999999	1	1	1	1	1	0	match	match	1	1	1	0	active	NA	NA	NA	NA
0	No post-election IV	1.581	1	1	99999999	10566	REP	Complete	1	1. Registered at this address	"-6. Not asked, unit nonresponse (no Post-election interview)"	19979999	1	1	1	1	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	No post-election IV	1.9383	1	1	999999999	10577	UNK	Complete	0	3. Not currently registered	"-6. Not asked, unit nonresponse (no Post-election interview)"	NA	0	0	0	0	1	0	match	mismatch	1	0	1	1	unregistered	NA	NA	NA	NA
0	Not voted	0.973	1	1	99999999	10573	REP	Complete	1	1. Registered at this address	-1. Inapplicable	19449999	0	0	0	1	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	"Not voted, unregistered"	1.4143	1	1	999999999	10567	UNK	Complete	0	3. Not currently registered	3. Not currently registered	NA	0	0	0	0	1	0	missing data	missing data	1	0	1	1	unregistered	NA	NA	NA	NA
0	"Not voted, unregistered"	1.5991	1	1	999999999	10563	UNK	Complete	0	3. Not currently registered	3. Not currently registered	NA	0	0	0	0	1	0	match	match	1	0	1	1	unregistered	NA	NA	NA	NA
0	Voted	0.373	1	1	99999999	10558	DEM	Complete	1	1. Registered at this address	-1. Inapplicable	19899999	0	0	1	0	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	0.9848	1	1	99999999	20192	DEM	Complete	1	1. Registered at this address	-1. Inapplicable	19979999	1	1	1	1	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	1.4743	1	1	99999999	10564	REP	Complete	1	1. Registered at this address	-1. Inapplicable	19909999	1	1	1	1	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	1.895	1	1	99999999	20194	REP	Complete	1	1. Registered at this address	-1. Inapplicable	20039999	1	0	1	1	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	2.1322	1	1	99999999	20193	DEM	Complete	1	1. Registered at this address	-1. Inapplicable	20039999	1	1	1	1	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	2.2032	1	1	99999999	10570	NPA	Complete	1	1. Registered at this address	-1. Inapplicable	19909999	1	1	1	1	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	2.8573	1	1	99999999	10557	NPA	Complete	1	1. Registered at this address	-1. Inapplicable	20049999	1	0	1	0	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	"Not voted, unregistered"	1.3257	3	3	XX-999900000000000	10592	NA	Complete	0	3. Not currently registered	3. Not currently registered	NA	0	0	0	0	0	NA	missing data	missing data	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	1.2518	1	1	999999999	10596	NPA	Complete	1	1. Registered at this address	-1. Inapplicable	19969999	1	0	1	1	1	0	match	match	0	1	0	1	active	NA	NA	NA	NA
0	Voted	1.5602	1	1	999999999	10583	NPA	Complete	1	1. Registered at this address	-1. Inapplicable	20049999	1	1	1	0	1	0	match	match	0	1	0	1	active	NA	NA	NA	NA
0	Voted	1.5848	1	1	999999999	10593	DEM	Complete	1	1. Registered at this address	-1. Inapplicable	19969999	1	1	1	1	1	0	match	match	0	1	0	1	active	NA	NA	NA	NA
0	Voted	2.1025	1	1	999999999	10588	NPA	Complete	1	1. Registered at this address	-1. Inapplicable	20049999	1	1	1	1	1	0	match	match	0	1	0	1	active	NA	NA	NA	NA
0	Voted	2.2711	1	1	999999999	10578	NPA	Complete	1	1. Registered at this address	-1. Inapplicable	19969999	1	0	0	1	1	0	match	mismatch	0	1	0	1	active	NA	NA	NA	NA
0	Voted	2.282	1	1	999999999	10584	NPA	Complete	1	1. Registered at this address	-1. Inapplicable	20069999	1	1	1	1	1	0	match	match	0	1	0	1	active	NA	NA	NA	NA
0	Voted	2.3914	1	1	999999999	10581	NPA	Complete	1	1. Registered at this address	-1. Inapplicable	20069999	1	1	1	1	1	0	match	match	0	1	0	1	active	NA	NA	NA	NA
0	Voted	3.7256	1	1	999999999	20195	NPA	Complete	1	1. Registered at this address	-1. Inapplicable	20129999	1	0	0	0	1	0	match	match	0	1	0	1	active	NA	NA	NA	NA
0	Voted	4.2058	1	1	999999999	10582	NPA	Complete	1	1. Registered at this address	-1. Inapplicable	19969999	1	0	0	0	1	0	missing data	missing data	0	1	0	1	active	NA	NA	NA	NA
0	Voted	0.2493	1	1	999999999	13241	DEM	Complete	1	3. Not currently registered	1. Registered at this address	20129999	1	0	0	0	1	0	match	match	0	1	0	1	active	NA	NA	NA	NA
0	Voted	0.2529	1	1	999999999	13245	DEM	Complete	1	1. Registered at this address	-1. Inapplicable	20089999	1	1	1	0	1	0	match	match	0	1	0	1	active	NA	NA	NA	NA
0	Voted	0.2921	1	1	999999999	13249	DEM	Complete	1	1. Registered at this address	-1. Inapplicable	20119999	0	0	0	1	1	0	match	match	0	0	0	1	inactive	NA	NA	NA	NA
0	Voted	1.7369	1	1	999999999	13246	DEM	Complete	1	1. Registered at this address	-1. Inapplicable	20049999	1	0	1	0	1	0	match	match	0	1	0	1	active	NA	NA	NA	NA
0	Voted	4.9521	1	1	999999999	13251	NPA	Complete	1	1. Registered at this address	-1. Inapplicable	19749999	1	1	1	1	1	0	match	match	0	1	0	1	active	NA	NA	NA	NA
0	Voted	4.9909	1	1	999999999	13254	NPA	Complete	1	1. Registered at this address	-1. Inapplicable	19789999	1	1	1	1	1	0	match	match	0	1	0	1	active	NA	NA	NA	NA
0	No post-election IV	0.8948	1	1	999999999	10606	NPA	Complete	1	3. Not currently registered	"-6. Not asked, unit nonresponse (no Post-election interview)"	20129999	1	0	0	0	1	0	match	match	0	1	0	1	active	NA	NA	NA	NA
0	"Not voted, unregistered"	0.8865	1	1	999999999	920615	UNK	Complete	0	3. Not currently registered	3. Not currently registered	NA	0	0	0	0	1	1	match	mismatch	0	0	0	0	unregistered	NA	NA	NA	NA
0	"Not voted, unregistered"	1.7519	1	1	999999999	10614	UNK	Complete	0	3. Not currently registered	3. Not currently registered	NA	0	0	0	0	1	0	match	match	0	0	0	1	unregistered	NA	NA	NA	NA
0	"Not voted, unregistered"	2.8734	1	1	999999999	10619	UNK	Complete	0	3. Not currently registered	3. Not currently registered	NA	0	0	0	0	1	0	match	match	0	0	0	1	unregistered	NA	NA	NA	NA
0	Voted	0.9564	1	1	999999999	930603	NPA	Complete	1	2. Registered at a different address	-1. Inapplicable	20089999	1	1	0	0	1	1	match	match	0	0	0	0	inactive	NA	28	NA	FALSE
0	Voted	0.9929	1	1	999999999	10602	NPA	Complete	1	1. Registered at this address	-1. Inapplicable	20109999	1	1	0	0	1	0	match	match	0	1	0	1	active	NA	NA	NA	NA
0	Voted	1.2717	1	1	999999999	10601	NPA	Complete	1	1. Registered at this address	-1. Inapplicable	20009999	1	0	1	0	1	0	match	match	0	1	0	1	active	NA	NA	NA	NA
0	Voted	1.3251	1	1	999999999	10600	NPA	Complete	1	1. Registered at this address	-1. Inapplicable	20079999	1	0	0	0	1	0	match	match	0	1	0	1	active	NA	NA	NA	NA
0	Voted	1.8792	1	1	999999999	10615	DEM	Complete	1	1. Registered at this address	-1. Inapplicable	19929999	1	1	1	1	1	0	match	match	0	1	0	1	active	NA	NA	NA	NA
0	Voted	1.9142	1	1	999999999	10599	NPA	Complete	1	1. Registered at this address	-1. Inapplicable	19949999	1	1	1	1	1	0	match	match	0	1	0	1	active	NA	NA	NA	NA
0	Voted	2.2434	1	1	999999999	10605	NPA	Complete	1	1. Registered at this address	-1. Inapplicable	19869999	1	1	1	1	1	0	match	match	0	1	0	1	active	NA	NA	NA	NA
0	Voted	2.4475	1	1	999999999	10617	NPA	Complete	1	1. Registered at this address	-1. Inapplicable	19939999	1	1	1	1	1	0	match	match	0	1	0	1	active	NA	NA	NA	NA
0	Not voted	1.3026	1	1	999999999	13317	UNK	Complete	1	3. Not currently registered	1. Registered at this address	20109999	0	0	1	0	1	1	match	mismatch	0	0	1	1	active	NA	NA	NA	NA
0	Not voted	2.1201	1	1	999999999	13325	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20119999	0	0	0	0	1	0	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	Voted	0.6908	1	1	999999999	13318	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20129999	1	0	0	0	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	0.9531	1	1	99999999	13330	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	19959999	1	1	1	1	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	1.1031	1	1	99999999	13333	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	19529999	1	1	1	1	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	1.1201	3	3	XX-999900000000000	13320	NA	Complete	0	2. Registered at a different address	-1. Inapplicable	NA	1	0	0	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	1	1655	NA	FALSE
0	Voted	1.3916	1	1	999999999	13323	UNK	Complete	1	2. Registered at a different address	-1. Inapplicable	20119999	1	0	1	0	1	0	match	mismatch	1	1	1	0	active	NA	4048	NA	FALSE
0	Voted	1.9043	1	1	999999999	13324	UNK	Complete	0	2. Registered at a different address	-1. Inapplicable	NA	0	0	0	0	1	1	missing data	missing data	0	0	1	1	unregistered	NA	9227	NA	FALSE
0	Voted	2.0868	1	1	99999999	13327	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	19979999	1	1	1	1	1	0	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	Voted	2.4167	1	1	99999999	13315	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20019999	1	0	1	1	1	0	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	Not voted	0.2262	1	1	99999999	10634	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20049999	0	0	0	0	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Not voted	1.3827	1	1	999999999	910622	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20119999	0	0	0	0	1	0	match	mismatch	0	0	1	1	active	NA	NA	NA	NA
0	"Not voted, unregistered"	0.7644	1	1	99999999	10629	UNK	Complete	1	3. Not currently registered	3. Not currently registered	20059999	0	0	0	0	1	0	match	mismatch	1	0	1	1	active	NA	NA	NA	NA
0	Voted	0.5379	1	1	99999999	10638	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20079999	1	0	1	0	1	0	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	Voted	0.5711	1	1	99999999	30200	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	19989999	0	0	0	0	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	0.8214	1	1	99999999	10628	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	19989999	1	1	1	1	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	0.8439	1	1	99999999	10633	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	19999999	1	1	1	1	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	1.0903	1	1	99999999	10626	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20039999	1	1	0	1	1	0	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	Voted	1.1017	1	1	999999999	30199	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20129999	1	0	0	0	1	0	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	Voted	1.2088	1	1	99999999	10630	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20059999	1	0	1	1	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	1.329	1	1	99999999	20203	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	19999999	1	0	1	1	1	0	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	Voted	1.6131	1	1	99999999	10640	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	19939999	1	1	1	1	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	No post-election IV	2.0622	1	1	99999999	13352	UNK	Complete	1	2. Registered at a different address	"-6. Not asked, unit nonresponse (no Post-election interview)"	20119999	1	0	1	1	1	0	match	match	1	0	1	1	active	NA	4777	NA	TRUE
0	Not voted	0.4679	1	1	999999999	13346	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20039999	0	0	1	1	1	0	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	"Not voted, unregistered"	1.499	1	1	999999999	13341	UNK	Complete	1	3. Not currently registered	3. Not currently registered	20129999	0	0	0	0	1	0	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	Voted	0.4556	2	2	XXXXX999999999	20581	NA	Complete	1	1. Registered at this address	-1. Inapplicable	20109999	0	0	0	0	1	NA	match	match	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	0.6576	2	2	XXXXX9999999	13354	NA	Complete	1	1. Registered at this address	-1. Inapplicable	20049999	1	1	1	0	1	NA	match	match	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	0.7193	2	2	XXXXX9999999	13342	NA	Complete	1	1. Registered at this address	-1. Inapplicable	20009999	1	1	1	1	1	NA	match	match	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	0.8616	1	1	99999999	13344	UNK	Complete	0	2. Registered at a different address	-1. Inapplicable	19999999	0	0	0	0	1	0	match	mismatch	1	1	1	0	dropped	NA	4447	NA	FALSE
0	Voted	1.3079	2	2	XXXXX9999999	13337	NA	Complete	1	1. Registered at this address	-1. Inapplicable	19909999	1	0	1	1	1	NA	missing data	missing data	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	1.3079	2	2	XXXXX9999999	13337	NA	Complete	1	1. Registered at this address	-1. Inapplicable	19949999	0	0	0	0	0	NA	missing data	missing data	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	1.8883	3	3	XX-999900000000000	40582	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	0	0	NA	match	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	1.8883	3	3	XX-999900000000000	40582	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	0	1	NA	match	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	2.5337	1	1	999999999	13338	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20089999	1	1	0	0	1	0	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	Voted	2.6049	1	1	99999999	13347	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	19959999	1	0	0	1	1	0	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	Voted	2.7226	1	1	99999999	70578	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	19869999	1	1	1	1	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	2.8892	1	1	99999999	70575	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20079999	1	0	1	1	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	3.2473	1	1	99999999	50577	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20059999	1	0	1	0	1	0	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	Not voted	0.8403	1	1	99999999	13365	UNK	Complete	1	-9. Refused	2. Registered at a different address	20029999	0	0	1	0	1	1	missing data	missing data	0	0	0	0	inactive	NA	3127	NA	TRUE
0	"Not voted, unregistered"	1.45	1	1	99999999	13366	UNK	Complete	1	3. Not currently registered	3. Not currently registered	19849999	0	0	0	0	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	0.4623	1	1	999999999	13376	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20129999	1	0	1	0	1	0	match	mismatch	1	1	1	0	active	NA	NA	NA	NA
0	Voted	0.6264	1	1	999999999	13374	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20109999	1	0	0	0	1	0	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	Voted	0.725	1	1	99999999	13358	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20099999	1	0	0	0	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	1.0243	1	1	99999999	20583	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	19989999	1	0	0	0	1	0	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	Voted	1.2017	1	1	99999999	13373	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	19719999	1	1	1	1	1	0	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	Voted	1.8885	2	2	XXXXX9999999	13370	NA	Complete	1	1. Registered at this address	-1. Inapplicable	20049999	1	1	1	1	1	NA	match	match	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	1.8885	2	2	XXXXX9999999	13370	NA	Complete	1	1. Registered at this address	-1. Inapplicable	19919999	1	1	1	0	0	NA	match	mismatch	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	1.9038	1	1	999999999	20586	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20129999	1	0	0	0	1	0	match	mismatch	0	1	1	1	active	NA	NA	NA	NA
0	Voted	2.2462	1	1	999999999	13363	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20129999	1	0	0	0	1	0	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	Voted	2.9452	1	1	99999999	13356	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20019999	1	0	1	1	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Not voted	1.0806	1	1	9999999	13384	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	19849999	0	1	1	0	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
