oversamp	turnout	weight_ftf	source	vh12_source	vendorid	col0_abtid	cat.partyaffiliation	dispo	registration	prevote_reg	postvote_reg	regdate	e2012g	e2010g	e2008g	e2006g	namematch	cat.notatsample	birthyearmatch	dobmatch	cat.samezip9	cat.samestreet	cat.samezip5	cat.sametown	cat_voterstatus	vendor_num	streetnum	regaddr.ll	altstreet_match
0	Voted	3.5091	3	3	XX-999900000000000	10859	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Not voted	0.7188	2	2	XXXXX999999999	13776	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20129999	1	0	0	0	0	NA	missing data	missing data	NA	NA	NA	NA	NA	2	NA	NA	FALSE
0	Not voted	0.7188	2	2	XXXXX99999999	13776	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20089999	1	0	1	0	0	NA	missing data	missing data	NA	NA	NA	NA	NA	2	NA	NA	FALSE
0	Not voted	0.7188	2	2	XXXXX99999999	13776	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20089999	1	1	1	0	0	NA	missing data	missing data	NA	NA	NA	NA	NA	2	NA	NA	FALSE
0	Not voted	0.7188	2	2	XXXXX99999999	13776	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20049999	1	0	1	0	0	NA	missing data	missing data	NA	NA	NA	NA	NA	2	NA	NA	FALSE
0	Not voted	0.7188	2	2	XXXXX99999999	13776	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20029999	1	0	1	0	0	NA	missing data	missing data	NA	NA	NA	NA	NA	2	NA	NA	FALSE
0	Not voted	0.7188	2	2	XXXXX99999999	13776	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20059999	1	0	1	1	0	NA	missing data	missing data	NA	NA	NA	NA	NA	2	NA	NA	FALSE
0	Not voted	0.7188	2	2	XXXXX99999999	13776	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20089999	1	0	1	0	0	NA	missing data	missing data	NA	NA	NA	NA	NA	2	NA	NA	FALSE
0	"Not voted, unregistered"	0.3969	1	1	999999999	13766	UNK	Complete	0	3. Not currently registered	3. Not currently registered	NA	0	0	0	0	1	1	match	mismatch	0	0	1	1	unregistered	NA	NA	NA	NA
0	Voted	0.2268	1	1	999999999	13777	DEM	Complete	1	1. Registered at this address	-1. Inapplicable	20089999	1	1	1	0	1	0	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	Voted	0.4112	3	3	XX-999900000000000	20657	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	0	0	0	0	NA	match	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.4112	3	3	XX-999900000000000	20657	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	0	0	1	0	0	NA	match	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.5291	1	1	999999999	13764	NPA	Complete	1	1. Registered at this address	-1. Inapplicable	20069999	1	1	1	0	1	0	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	Voted	0.628	1	1	999999999	13767	NPA	Complete	1	3. Not currently registered	1. Registered at this address	20129999	1	0	0	0	1	0	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	Voted	1.5456	2	2	XXXXX999999999	20664	NA	Complete	1	1. Registered at this address	-1. Inapplicable	20129999	1	0	0	0	0	NA	match	mismatch	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	1.5456	2	2	XXXXX999999999	20664	NA	Complete	1	1. Registered at this address	-1. Inapplicable	20129999	1	0	0	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	1.5456	2	2	XXXXX999999999	20664	NA	Complete	1	1. Registered at this address	-1. Inapplicable	20129999	1	0	0	0	0	NA	match	mismatch	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	1.5456	2	2	XXXXX999999999	20664	NA	Complete	1	1. Registered at this address	-1. Inapplicable	20129999	1	0	0	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	1.5456	2	2	XXXXX999999999	20664	NA	Complete	1	1. Registered at this address	-1. Inapplicable	20129999	1	0	0	0	1	NA	match	mismatch	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	1.5456	2	2	XXXXX99999999	20664	NA	Complete	1	1. Registered at this address	-1. Inapplicable	20129999	1	0	0	0	0	NA	match	mismatch	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	1.5456	2	2	XXXXX99999999	20664	NA	Complete	1	1. Registered at this address	-1. Inapplicable	20089999	1	0	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	1.5456	2	2	XXXXX99999999	20664	NA	Complete	1	1. Registered at this address	-1. Inapplicable	20129999	1	0	0	0	0	NA	match	mismatch	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	1.5456	2	2	XXXXX99999999	20664	NA	Complete	1	1. Registered at this address	-1. Inapplicable	20089999	1	0	1	0	0	NA	match	mismatch	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	1.5456	2	2	XXXXX99999999	20664	NA	Complete	1	1. Registered at this address	-1. Inapplicable	20049999	1	1	1	1	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	1.5456	2	2	XXXXX99999999	20664	NA	Complete	1	1. Registered at this address	-1. Inapplicable	20119999	1	0	0	0	0	NA	match	mismatch	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	1.5456	2	2	XXXXX99999999	20664	NA	Complete	1	1. Registered at this address	-1. Inapplicable	20029999	1	1	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	1.5456	2	2	XXXXX99999999	20664	NA	Complete	1	1. Registered at this address	-1. Inapplicable	20089999	0	0	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	1.5456	2	2	XXXXX99999999	20664	NA	Complete	1	1. Registered at this address	-1. Inapplicable	20119999	1	0	0	0	0	NA	match	mismatch	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	1.5456	2	2	XXXXX99999999	20664	NA	Complete	1	1. Registered at this address	-1. Inapplicable	20109999	1	0	0	0	0	NA	match	mismatch	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	1.5456	2	2	XXXXX99999999	20664	NA	Complete	1	1. Registered at this address	-1. Inapplicable	20049999	0	0	0	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	1.7718	1	1	999999999	13773	NPA	Complete	1	1. Registered at this address	-1. Inapplicable	20129999	1	0	0	0	1	0	match	mismatch	0	1	1	1	active	NA	NA	NA	NA
0	No post-election IV	0.1364	2	2	XXXXX999999999	20689	NA	Complete	1	2. Registered at a different address	"-6. Not asked, unit nonresponse (no Post-election interview)"	20129999	1	0	0	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	NA	NA	NA
0	No post-election IV	0.1364	2	2	XXXXX99999999	20689	NA	Complete	1	2. Registered at a different address	"-6. Not asked, unit nonresponse (no Post-election interview)"	20089999	0	0	1	0	0	NA	match	mismatch	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Not voted	0.7377	1	1	999999999	13831	NPA	Complete	1	1. Registered at this address	-1. Inapplicable	20079999	0	0	1	0	1	0	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	Voted	0.0524	1	1	999999999	13837	DEM	Complete	1	1. Registered at this address	-1. Inapplicable	20049999	1	0	1	0	1	0	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	Voted	0.0536	1	1	999999999	13832	DEM	Complete	1	2. Registered at a different address	-1. Inapplicable	19729999	1	1	1	0	1	1	match	mismatch	0	0	1	1	active	NA	2602	NA	TRUE
0	Voted	0.0649	2	2	XXXXX999999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20129999	1	0	0	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX999999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20129999	0	0	0	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX999999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20129999	1	0	0	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX999999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20129999	1	0	0	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX999999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20129999	0	0	0	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX99999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20079999	0	0	0	0	0	NA	match	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX99999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20089999	1	0	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX99999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20099999	0	0	0	0	0	NA	match	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX99999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20129999	1	0	0	0	0	NA	match	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX99999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20089999	1	0	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX99999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	19979999	1	0	0	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX99999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20089999	1	1	1	0	0	NA	match	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX99999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20009999	1	0	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX99999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20119999	0	0	0	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX99999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20029999	0	0	0	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX99999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20089999	1	1	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX99999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20049999	1	1	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX99999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20089999	0	0	1	0	0	NA	match	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX99999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20069999	0	0	0	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX99999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	19989999	0	0	0	1	0	NA	match	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX99999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	19909999	1	0	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX99999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20089999	1	0	0	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX99999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20049999	1	0	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX99999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	19909999	0	1	1	1	0	NA	match	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX99999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20039999	1	1	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX99999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20029999	0	0	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX99999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20089999	1	0	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX99999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	19969999	0	0	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX99999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20049999	1	1	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0649	2	2	XXXXX99999999	20687	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	19849999	1	1	1	1	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	1707	NA	FALSE
0	Voted	0.0708	NA	NA	NA	13828	NA	Complete	NA	1. Registered at this address	-1. Inapplicable	NA	NA	NA	NA	NA	0	NA	missing data	missing data	NA	NA	NA	NA	NA	3	NA	NA	NA
0	Voted	0.0732	3	3	XX-999900000000000	13823	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	1	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.0732	3	3	XX-999900000000000	13823	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	0	1	NA	match	match	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.0732	3	3	XX-999900000000000	13823	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	0	0	0	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.1235	3	3	XX-999900000000000	13829	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	0	1	NA	match	match	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.1235	3	3	XX-999900000000000	13829	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	0	0	NA	match	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.1823	1	1	999999999	13826	REP	Complete	1	1. Registered at this address	-1. Inapplicable	20059999	1	0	0	0	1	0	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	Voted	0.2358	1	1	999999999	13830	DEM	Complete	1	1. Registered at this address	-1. Inapplicable	19729999	1	1	1	1	1	0	missing data	missing data	1	1	1	1	active	NA	NA	NA	NA
0	Voted	0.4683	3	3	XX-999900000000000	13820	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	1	0	NA	match	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.4683	3	3	XX-999900000000000	13820	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	0	1	NA	match	match	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.4683	3	3	XX-999900000000000	13820	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	0	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	1.2387	2	2	XXXXX99999999	13836	NA	Complete	1	1. Registered at this address	-1. Inapplicable	20039999	1	0	1	1	1	NA	match	match	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	1.5237	1	1	999999999	13821	REP	Complete	1	1. Registered at this address	-1. Inapplicable	20129999	1	0	1	0	1	0	match	mismatch	0	1	1	1	active	NA	NA	NA	NA
0	Voted	3.2605	1	1	999999999	13824	NPA	Complete	1	1. Registered at this address	-1. Inapplicable	20129999	1	0	0	0	1	0	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	Not voted	0.4266	1	1	9999999	13988	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20049999	0	0	0	0	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Not voted	0.5609	1	1	9999999	13990	UNK	Complete	1	2. Registered at a different address	-1. Inapplicable	20049999	0	0	1	0	1	1	match	match	0	0	0	1	active	NA	NA	NA	NA
0	Not voted	1.9043	3	3	XX-999900000000000	13993	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	NA	1	1	1	1	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	1	NA	NA	FALSE
0	Not voted	1.9043	3	3	XX-999900000000000	13993	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	NA	1	1	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	1	NA	NA	FALSE
0	Not voted	1.9043	3	3	XX-999900000000000	13993	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	NA	0	0	0	0	0	NA	match	mismatch	NA	NA	NA	NA	NA	1	NA	NA	FALSE
0	Not voted	1.9043	3	3	XX-999900000000000	13993	NA	Complete	0	2. Registered at a different address	-1. Inapplicable	NA	0	0	0	0	1	NA	match	mismatch	NA	NA	NA	NA	NA	1	NA	NA	FALSE
0	Voted	0.3862	2	2	XXXXX999999999	13983	NA	Complete	1	3. Not currently registered	2. Registered at a different address	20129999	1	0	0	0	1	NA	match	mismatch	NA	NA	NA	NA	NA	2	5411	NA	FALSE
0	Voted	0.4562	1	1	999999999	13980	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20109999	0	0	0	0	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	0.731	1	1	999999999	20693	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20129999	1	0	0	0	1	1	match	mismatch	0	0	1	1	active	NA	NA	NA	NA
0	Voted	0.7506	1	1	999999999	20694	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20069999	1	1	1	1	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	1.0915	1	1	9999999	13991	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	19899999	1	0	1	1	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	1.2474	2	2	XXXXX9999999	13986	NA	Complete	1	1. Registered at this address	-1. Inapplicable	20049999	1	0	1	1	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	1.2474	2	2	XXXXX999999999	13986	NA	Complete	1	1. Registered at this address	-1. Inapplicable	20089999	1	0	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	1.905	1	1	9999999	13979	REP	Complete	1	1. Registered at this address	-1. Inapplicable	19929999	1	1	1	1	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	2.134	1	1	9999999	13994	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	19959999	1	1	1	1	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	2.2007	NA	NA	NA	13984	NA	Complete	NA	2. Registered at a different address	-1. Inapplicable	NA	NA	NA	NA	NA	0	NA	missing data	missing data	NA	NA	NA	NA	NA	3	NA	NA	FALSE
0	Voted	2.3329	1	1	9999999	13985	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	19899999	1	1	1	1	1	0	match	mismatch	1	1	1	1	active	NA	NA	NA	NA
0	Voted	2.5292	1	1	9999999	13982	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20089999	1	0	0	0	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Not voted	1.8898	1	1	9999999	14001	UNK	Complete	1	3. Not currently registered	1. Registered at this address	20039999	0	0	0	0	1	1	match	match	0	0	0	0	active	NA	NA	NA	NA
0	"Not voted, unregistered"	0.6571	1	1	999999999	14006	UNK	Complete	0	3. Not currently registered	3. Not currently registered	NA	0	0	0	0	1	0	missing data	missing data	1	0	1	1	unregistered	NA	NA	NA	NA
0	Voted	0.5152	1	1	9999999	14005	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20049999	1	1	1	0	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	0.6927	1	1	999999999	14016	UNK	Complete	0	2. Registered at a different address	-1. Inapplicable	NA	1	0	0	0	1	0	missing data	missing data	0	0	1	1	unregistered	NA	5164	NA	FALSE
0	Voted	0.7013	1	1	99999999	14008	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20039999	1	0	1	0	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	0.748	1	1	999999999	20696	UNK	Complete	1	2. Registered at a different address	-1. Inapplicable	20129999	1	0	0	0	1	1	match	mismatch	0	0	1	1	active	NA	4355	NA	TRUE
0	Voted	0.9918	1	1	999999999	14010	REP	Complete	1	1. Registered at this address	-1. Inapplicable	20119999	1	0	1	0	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	1.0267	1	1	9999999	14000	UNK	Complete	1	2. Registered at a different address	-1. Inapplicable	19989999	0	0	0	0	1	1	match	match	0	0	0	0	active	NA	4706	NA	TRUE
0	Voted	1.0587	1	1	9999999	14003	REP	Complete	1	1. Registered at this address	-1. Inapplicable	20039999	1	1	1	1	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	1.3094	1	1	9999999	14004	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	19969999	1	0	1	1	1	0	match	match	1	0	1	1	active	NA	NA	NA	NA
0	Voted	1.7889	1	1	9999999	14020	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	19889999	1	0	1	1	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	1.7923	1	1	9999999	14011	DEM	Complete	1	1. Registered at this address	-1. Inapplicable	19729999	1	1	1	1	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	No post-election IV	0.6803	1	1	9999999	14035	UNK	Complete	1	1. Registered at this address	"-6. Not asked, unit nonresponse (no Post-election interview)"	19919999	1	1	1	1	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	No post-election IV	1.2143	1	1	9999999	20699	UNK	Complete	1	3. Not currently registered	"-6. Not asked, unit nonresponse (no Post-election interview)"	20029999	0	0	0	0	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	"Not voted, unregistered"	0.9104	NA	NA	NA	14042	NA	Complete	NA	3. Not currently registered	3. Not currently registered	NA	NA	NA	NA	NA	0	NA	missing data	missing data	NA	NA	NA	NA	NA	3	NA	NA	NA
0	"Not voted, unregistered"	1.1259	1	1	9999999	14025	UNK	Complete	0	3. Not currently registered	3. Not currently registered	19979999	0	0	0	0	1	1	match	mismatch	0	0	0	0	dropped	NA	NA	NA	NA
0	Unknown	0.5168	3	3	XX-999900000000000	14026	NA	Complete	0	3. Not currently registered	-8. Don't know	NA	0	0	0	0	0	NA	missing data	missing data	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Unknown	0.5168	3	3	XX-999900000000000	14026	NA	Complete	0	3. Not currently registered	-8. Don't know	NA	0	0	0	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Unknown	1.4518	1	1	999999999	14027	UNK	Complete	0	3. Not currently registered	-8. Don't know	20089999	0	0	0	0	1	0	match	match	1	1	1	1	dropped	NA	NA	NA	NA
0	Voted	0.826	2	2	XXXXX9999999	14036	NA	Complete	1	1. Registered at this address	-1. Inapplicable	20089999	1	0	0	0	1	NA	match	match	NA	NA	NA	NA	NA	2	NA	NA	NA
0	Voted	0.9928	1	1	9999999	14028	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	19979999	0	0	0	0	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	1.006	1	1	999999999	14039	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20129999	1	0	1	0	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	1.0943	1	1	9999999	14024	UNK	Complete	1	2. Registered at a different address	-1. Inapplicable	19969999	1	0	1	0	1	1	match	match	0	0	0	0	active	NA	830	NA	TRUE
0	Voted	1.7625	1	1	999999999	14029	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20109999	1	1	0	0	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	1.9829	1	1	9999999	14043	REP	Complete	1	1. Registered at this address	-1. Inapplicable	19909999	1	1	1	1	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	2.2484	1	1	999999999	14038	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20119999	1	0	1	0	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Not voted	1.4935	1	1	9999999	14055	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	19849999	1	1	1	0	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Not voted	2.1842	1	1	9999999	40704	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	19999999	1	0	0	0	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	"Not voted, unregistered"	0.4736	2	2	XXXXX999999999	40702	NA	Complete	1	3. Not currently registered	3. Not currently registered	20089999	1	0	1	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	2	NA	NA	NA
0	"Not voted, unregistered"	1.3442	3	3	XX-999900000000000	14049	NA	Complete	1	3. Not currently registered	3. Not currently registered	NA	0	0	0	0	0	NA	match	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.3564	1	1	9999999	80703	UNK	Complete	1	2. Registered at a different address	-1. Inapplicable	20039999	1	0	0	0	1	1	match	match	0	0	1	1	active	NA	110	NA	TRUE
0	Voted	0.3614	3	3	XX-999900000000000	60700	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	0	1	1	1	NA	match	match	NA	NA	NA	NA	NA	1	NA	NA	NA
0	Voted	0.5645	1	1	9999999	110702	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	20059999	1	0	1	0	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	0.6112	1	1	9999999	14063	UNK	Complete	1	1. Registered at this address	-1. Inapplicable	19999999	1	1	0	0	1	0	match	match	1	1	1	1	active	NA	NA	NA	NA
0	Voted	0.915	3	3	XX-999900000000000	90706	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	0	0	0	0	0	NA	mismatch	mismatch	NA	NA	NA	NA	NA	1	NA	NA	NA
