oversamp	turnout	weight_ftf	source	vh12_source	vendorid	col0_abtid	cat.partyaffiliation	dispo	registration	prevote_reg	postvote_reg	regdate	e2012g	e2010g	e2008g	e2006g	namematch	cat.notatsample	birthyearmatch	vendorbirthyear	dobmatch	vendordob	cat.samezip9	cat.samestreet	cat.samezip5	cat.sametown	cat_voterstatus	vendor_num
0	NA	NA	3	3	xx-xxxxxxx	13446	NA	"Refusal, pre-selection"	1	NA	NA	NA	1	1	0	0	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxxxxxxxxxx	13459	NA	Other non-contact	0	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	13446	NA	"Refusal, pre-selection"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	13452	NA	"Refusal, post-selection"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	13459	NA	Other non-contact	0	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	00/0/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	13452	NA	"Refusal, post-selection"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
0	Not voted	1.6366	NA	NA	xx	13450	NA	Complete	NA	3. Not currently registered	2. Registered at a different address	NA	NA	NA	NA	NA	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	3
0	"Not voted, unregistered"	0.7635	3	3	xx-xxxxxxxxxxxx	13444	NA	Complete	1	3. Not currently registered	3. Not currently registered	NA	1	1	1	1	0	NA	mismatch	0	mismatch	0/00/00	NA	NA	NA	NA	NA	1
0	"Not voted, unregistered"	1.004	3	3	xx-xxxxxxxxxxxxxxx	13461	NA	Complete	0	3. Not currently registered	3. Not currently registered	NA	0	0	0	0	1	NA	match	0	mismatch	00/0/00	NA	NA	NA	NA	NA	1
0	"Not voted, unregistered"	1.5339	3	3	xx-xxxxxxxxxxxx	20600	NA	Complete	1	-9. Refused	3. Not currently registered	NA	0	1	1	1	0	NA	mismatch	0	mismatch	0/00/00	NA	NA	NA	NA	NA	1
0	"Not voted, unregistered"	1.5339	3	3	xx-xxxxxxxxxxxx	20600	NA	Complete	1	-9. Refused	3. Not currently registered	NA	0	1	1	1	1	NA	mismatch	0	mismatch	0/00/00	NA	NA	NA	NA	NA	1
0	Voted	1.5814	3	3	xx-xxxxxxxxxxxx	13463	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	1	0	NA	mismatch	0	mismatch	0/00/00	NA	NA	NA	NA	NA	1
0	Voted	1.5814	3	3	xx-xxxxxxxxxxxx	13463	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	1	1	NA	match	0	match	0/00/00	NA	NA	NA	NA	NA	1
0	Voted	1.6362	3	3	xx-xxxxxxxxxxxx	13448	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	0	1	NA	match	0	match	0/00/00	NA	NA	NA	NA	NA	1
0	Voted	1.6362	3	3	xx-xxxxxxxxxxxxxxx	13448	NA	Complete	0	1. Registered at this address	-1. Inapplicable	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
0	Voted	1.8503	3	3	xx-xxxxxxxxxxxx	13453	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	0	0	0	1	1	NA	match	0	match	0/00/00	NA	NA	NA	NA	NA	1
0	Voted	1.8503	3	3	xx-xxxxxxx	13453	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
0	Voted	2.4169	3	3	xx-xxxxxxxxxxxx	20601	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	1	0	NA	match	0	mismatch	0/00/00	NA	NA	NA	NA	NA	1
0	Voted	2.4169	3	3	xx-xxxxxxxxxxxx	20601	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	1	1	NA	match	0	match	0/0/00	NA	NA	NA	NA	NA	1
0	NA	NA	NA	NA	xx	13470	NA	Address does not exist	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	3
0	NA	NA	NA	NA	xx	13483	NA	"Refusal, pre-selection"	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	3
0	NA	NA	3	3	xx-xxxxxxxxxxxx	13471	NA	"Refusal, pre-selection"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	13466	NA	"Refusal, pre-selection"	1	NA	NA	NA	1	1	1	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	13466	NA	"Refusal, pre-selection"	1	NA	NA	NA	1	1	1	0	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	13479	NA	"Refusal, pre-selection"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	00/00/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	13479	NA	"Refusal, pre-selection"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	00/00/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	13479	NA	"Refusal, pre-selection"	1	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	13484	NA	"Refusal, post-selection"	1	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	00/00/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	13482	NA	Other non-contact	1	NA	NA	NA	1	0	1	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxx	13476	NA	Other non-contact	1	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxx	13476	NA	Other non-contact	1	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxx	13484	NA	"Refusal, post-selection"	1	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxxxxxxxxxx	13482	NA	Other non-contact	0	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	13476	NA	Other non-contact	0	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	13474	NA	"Refusal, pre-selection"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	13478	NA	Out of sample area	0	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
0	No post-election IV	2.4488	3	3	xx-xxxxxxxxxxxx	13477	NA	Complete	1	1. Registered at this address	"-6. Not asked, unit nonresponse (no Post-election interview)"	NA	1	1	1	1	0	NA	match	0	mismatch	00/0/00	NA	NA	NA	NA	NA	1
0	No post-election IV	2.4488	3	3	xx-xxxxxxx	13477	NA	Complete	1	1. Registered at this address	"-6. Not asked, unit nonresponse (no Post-election interview)"	NA	1	0	0	0	1	NA	match	0	mismatch	0/0/00	NA	NA	NA	NA	NA	1
0	No post-election IV	2.4488	3	3	xx-xxxxxxx	13477	NA	Complete	1	1. Registered at this address	"-6. Not asked, unit nonresponse (no Post-election interview)"	NA	1	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
0	No post-election IV	2.4488	3	3	xx-xxxxxxx	13477	NA	Complete	1	1. Registered at this address	"-6. Not asked, unit nonresponse (no Post-election interview)"	NA	1	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
0	No post-election IV	2.875	3	3	xx-xxxxxxxxxxxx	13481	NA	Complete	1	1. Registered at this address	"-6. Not asked, unit nonresponse (no Post-election interview)"	NA	1	1	1	0	1	NA	match	0	match	0/00/00	NA	NA	NA	NA	NA	1
0	No post-election IV	2.875	3	3	xx-xxxxxxxxxxxx	13481	NA	Complete	1	1. Registered at this address	"-6. Not asked, unit nonresponse (no Post-election interview)"	NA	1	1	1	0	0	NA	match	0	mismatch	00/0/00	NA	NA	NA	NA	NA	1
0	No post-election IV	2.875	3	3	xx-xxxxxxxxxxxxxxxxxxxx	13481	NA	Complete	0	1. Registered at this address	"-6. Not asked, unit nonresponse (no Post-election interview)"	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
0	"Not voted, unregistered"	0.8416	NA	NA	xx	13472	NA	Complete	NA	3. Not currently registered	3. Not currently registered	NA	NA	NA	NA	NA	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	3
0	"Not voted, unregistered"	1.621	3	3	xx-xxxxxxx	13465	NA	Complete	1	3. Not currently registered	3. Not currently registered	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
0	"Not voted, unregistered"	1.621	3	3	xx-xxxxxxx	13465	NA	Complete	1	3. Not currently registered	3. Not currently registered	NA	1	1	0	0	0	NA	mismatch	0	mismatch	0/0/00	NA	NA	NA	NA	NA	1
0	"Not voted, unregistered"	1.621	3	3	xx-xxxxxxx	13465	NA	Complete	1	3. Not currently registered	3. Not currently registered	NA	0	0	0	0	0	NA	mismatch	0	mismatch	0/0/00	NA	NA	NA	NA	NA	1
0	"Not voted, unregistered"	1.621	3	3	xx-xxxxxxxxxxxxxxx	13465	NA	Complete	0	3. Not currently registered	3. Not currently registered	NA	0	0	0	0	1	NA	match	0	mismatch	0/0/00	NA	NA	NA	NA	NA	1
0	Voted	0.9004	3	3	xx-xxxxxxxxxxxx	13467	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	NA	1	0	1	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
0	Voted	0.9004	3	3	xx-xxxxxxxxxxxxxxx	13467	NA	Complete	0	2. Registered at a different address	-1. Inapplicable	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
0	Voted	1.9584	3	3	xx-xxxxxxxxxxxx	13473	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	1	1	NA	match	0	match	0/00/00	NA	NA	NA	NA	NA	1
0	Voted	2.4624	3	3	xx-xxxxxxxxxxxx	13468	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	1	1	NA	match	0	mismatch	00/0/00	NA	NA	NA	NA	NA	1
0	Voted	2.4624	3	3	xx-xxxxxxxxxxxx	13468	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	1	0	NA	match	0	mismatch	0/0/00	NA	NA	NA	NA	NA	1
0	Voted	3.9697	3	3	xx-xxxxxxxxxxxx	13469	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	1	1	NA	match	0	match	0/0/00	NA	NA	NA	NA	NA	1
0	Voted	3.9697	3	3	xx-xxxxxxx	13469	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	1	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
0	Voted	3.9697	3	3	xx-xxxxxxx	13469	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
0	Voted	4.333	3	3	xx-xxxxxxxxxxxx	13480	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	1	1	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
0	Voted	4.333	3	3	xx-xxxxxxxxxxxx	13480	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	1	0	NA	mismatch	0	mismatch	00/00/00	NA	NA	NA	NA	NA	1
0	Voted	4.333	3	3	xx-xxxxxxx	13480	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	0	1	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
0	NA	NA	NA	NA	xx	13494	NA	Address does not exist	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	3
0	NA	NA	3	3	xx-xxxxxxxxxxxx	13495	NA	"Refusal, post-selection"	1	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	13495	NA	"Refusal, post-selection"	1	NA	NA	NA	0	0	1	0	0	NA	missing data	0	missing data	00/0/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	13505	NA	Other non-contact	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	13505	NA	Other non-contact	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	00/00/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	13497	NA	"Respondent not available, post-selection"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	13497	NA	"Respondent not available, post-selection"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	13491	NA	Other non-contact	1	NA	NA	NA	1	0	1	0	0	NA	missing data	0	missing data	00/00/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	13491	NA	Other non-contact	1	NA	NA	NA	1	0	1	0	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	13486	NA	"Refusal, pre-selection"	1	NA	NA	NA	1	0	1	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	13486	NA	"Refusal, pre-selection"	1	NA	NA	NA	1	1	1	0	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	13486	NA	"Refusal, pre-selection"	1	NA	NA	NA	1	0	0	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	13499	NA	Other non-contact	1	NA	NA	NA	0	0	1	1	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	13503	NA	"Refusal, post-selection"	1	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	13497	NA	"Respondent not available, post-selection"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	00/00/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxx	13486	NA	"Refusal, pre-selection"	1	NA	NA	NA	1	1	1	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxx	13487	NA	Other non-contact	1	NA	NA	NA	1	0	1	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxx	13503	NA	"Refusal, post-selection"	1	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxx	13496	NA	Other nonresponse without refusal	1	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	00/00/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxx	13495	NA	"Refusal, post-selection"	1	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxx	13486	NA	"Refusal, pre-selection"	1	NA	NA	NA	1	0	0	0	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxxxxxxxxxx	13503	NA	"Refusal, post-selection"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxxxxxxxxxx	13495	NA	"Refusal, post-selection"	0	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	00/0/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxxxxx	13491	NA	Other non-contact	0	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
0	Not voted	0.5635	3	3	xx-xxxxxxxxxxxxxxx	13502	NA	Complete	0	1. Registered at this address	-1. Inapplicable	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
0	"Not voted, unregistered"	1.1225	3	3	xx-xxxxxxx	13501	NA	Complete	1	3. Not currently registered	3. Not currently registered	NA	0	0	0	0	0	NA	match	0	mismatch	0/0/00	NA	NA	NA	NA	NA	1
0	"Not voted, unregistered"	1.1225	3	3	xx-xxxxxxxxxxxxxxxxxxxx	13501	NA	Complete	0	3. Not currently registered	3. Not currently registered	NA	0	0	0	0	0	NA	mismatch	0	mismatch	0/0/00	NA	NA	NA	NA	NA	1
0	Unknown	2.8674	3	3	xx-xxxxxxxxxxxx	13506	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	0	0	0	0	0	NA	mismatch	0	mismatch	0/0/00	NA	NA	NA	NA	NA	1
0	Unknown	2.8674	3	3	xx-xxxxxxxxxxxx	13506	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	1	0	NA	match	0	mismatch	0/00/00	NA	NA	NA	NA	NA	1
0	Unknown	2.8674	3	3	xx-xxxxxxxxxxxx	13506	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	1	1	NA	match	0	match	0/0/00	NA	NA	NA	NA	NA	1
0	Voted	0.4847	2	2	xxxxxxxxxxxx	13488	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	20010000	1	0	1	1	0	NA	match	0	mismatch	0/00/00	NA	NA	NA	NA	NA	2
0	Voted	0.5031	3	3	xx-xxxxxxxxxxxxxxx	13493	NA	Complete	0	1. Registered at this address	-1. Inapplicable	NA	0	0	0	0	1	NA	match	0	mismatch	0/0/00	NA	NA	NA	NA	NA	1
0	Voted	1.2444	3	3	xx-xxxxxxxxxxxx	13498	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	1	1	NA	match	0	match	0/00/00	NA	NA	NA	NA	NA	1
0	Voted	2.1563	3	3	xx-xxxxxxxxxxxx	13492	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	1	1	NA	match	0	match	0/00/00	NA	NA	NA	NA	NA	1
0	Voted	2.1563	3	3	xx-xxxxxxxxxxxx	13492	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	0	0	1	1	0	NA	match	0	mismatch	0/00/00	NA	NA	NA	NA	NA	1
0	Voted	2.1563	3	3	xx-xxxxxxx	13492	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	0	0	0	NA	mismatch	0	mismatch	00/00/00	NA	NA	NA	NA	NA	1
0	Voted	2.1563	3	3	xx-xxxxxxxxxxxxxxxxxxxx	13492	NA	Complete	0	1. Registered at this address	-1. Inapplicable	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
0	Voted	2.1563	3	3	xx-xxxxxxxxxxxxxxx	13492	NA	Complete	0	1. Registered at this address	-1. Inapplicable	NA	0	0	0	0	0	NA	match	0	mismatch	0/0/00	NA	NA	NA	NA	NA	1
0	Voted	2.2082	3	3	xx-xxxxxxxxxxxx	13489	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	0	0	NA	match	0	mismatch	0/00/00	NA	NA	NA	NA	NA	1
0	Voted	2.2082	3	3	xx-xxxxxxxxxxxx	13489	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	1	1	NA	match	0	match	0/00/00	NA	NA	NA	NA	NA	1
0	Voted	3.0063	3	3	xx-xxxxxxxxxxxx	13500	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	1	0	NA	match	0	mismatch	0/00/00	NA	NA	NA	NA	NA	1
0	Voted	3.0063	3	3	xx-xxxxxxxxxxxx	13500	NA	Complete	1	1. Registered at this address	-1. Inapplicable	NA	1	1	1	0	1	NA	match	0	mismatch	0/0/00	NA	NA	NA	NA	NA	1
0	NA	NA	2	2	xxxxxxxxxxxx	10662	NA	"Refusal, pre-selection"	1	NA	NA	20060000	1	1	1	1	0	NA	missing data	0	missing data	00/00/00	NA	NA	NA	NA	NA	2
0	NA	NA	2	2	xxxxxxxxxxxx	10662	NA	"Refusal, pre-selection"	1	NA	NA	20010000	1	0	1	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	2
0	NA	NA	2	2	xxxxxxxxxxxx	10662	NA	"Refusal, pre-selection"	1	NA	NA	19560000	1	1	1	1	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	2
0	NA	NA	2	2	xxxxxxxxxxxx	10662	NA	"Refusal, pre-selection"	1	NA	NA	20040000	0	1	1	1	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	2
0	NA	NA	2	2	xxxxxxxxxxxx	10662	NA	"Refusal, pre-selection"	1	NA	NA	19760000	1	0	0	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	2
0	NA	NA	2	2	xxxxxxxxxxxx	10662	NA	"Refusal, pre-selection"	1	NA	NA	20040000	1	1	1	1	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	2
0	NA	NA	2	2	xxxxxxxxxxxx	10662	NA	"Refusal, pre-selection"	1	NA	NA	20120000	1	0	0	0	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	2
0	NA	NA	2	2	xxxxxxxxxxxxxx	10641	NA	"Respondent not available, post-selection"	1	NA	NA	20120000	0	0	0	0	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	2
0	NA	NA	2	2	xxxxxxxxxxxx	10655	NA	Other non-contact	1	NA	NA	20000000	1	0	0	1	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	2
0	NA	NA	3	3	xx-xxxxxxxxxxxx	10656	NA	"Refusal, post-selection"	1	NA	NA	NA	0	1	1	1	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	10656	NA	"Refusal, post-selection"	1	NA	NA	NA	0	1	1	1	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	10650	NA	"Refusal, pre-selection"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	10651	NA	"Refusal, pre-selection"	1	NA	NA	NA	1	0	0	0	0	NA	missing data	0	missing data	00/0/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	10643	NA	"Refusal, post-selection"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	00/00/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	10650	NA	"Refusal, pre-selection"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	910642	NA	"Refusal, pre-selection"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	910642	NA	"Refusal, pre-selection"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	10661	NA	"Refusal, pre-selection"	1	NA	NA	NA	1	0	1	1	0	NA	missing data	0	missing data	00/0/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	10647	NA	"Refusal, pre-selection"	1	NA	NA	NA	1	1	1	1	0	NA	missing data	0	missing data	0/00/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	10660	NA	"Refusal, pre-selection"	1	NA	NA	NA	0	0	0	0	0	NA	missing data	NA	missing data	NA	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxxxxxxx	10660	NA	"Refusal, pre-selection"	1	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	0/0/00	NA	NA	NA	NA	NA	1
0	NA	NA	3	3	xx-xxxxxxx	10652	NA	"Respondent not available, post-selection"	1	NA	NA	NA	0	0	0	0	0	NA	missing data	0	missing data	00/00/00	NA	NA	NA	NA	NA	1
0	No post-election IV	2.0889	3	3	xx-xxxxxxxxxxxx	10645	NA	Complete	1	1. Registered at this address	"-6. Not asked, unit nonresponse (no Post-election interview)"	NA	1	0	1	1	1	NA	match	0	match	0/00/00	NA	NA	NA	NA	NA	1
0	Not voted	0.8302	3	3	xx-xxxxxxxxxxxx	10658	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	NA	1	1	1	1	0	NA	mismatch	0	mismatch	0/00/00	NA	NA	NA	NA	NA	1
0	Not voted	0.8302	3	3	xx-xxxxxxxxxxxx	10658	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	NA	1	1	1	1	0	NA	match	0	mismatch	00/00/00	NA	NA	NA	NA	NA	1
0	Not voted	0.8302	3	3	xx-xxxxxxxxxxxx	10658	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	NA	0	0	1	0	1	NA	match	0	match	0/00/00	NA	NA	NA	NA	NA	1
0	Not voted	0.8302	3	3	xx-xxxxxxx	10658	NA	Complete	1	2. Registered at a different address	-1. Inapplicable	NA	1	1	1	0	0	NA	mismatch	0	mismatch	00/00/00	NA	NA	NA	NA	NA	1
0	Not voted	0.8302	3	3	xx-xxxxxxxxxxxxxxxxxxxx	10658	NA	Complete	0	2. Registered at a different address	-1. Inapplicable	NA	0	0	0	0	0	NA	mismatch	0	mismatch	0/0/00	NA	NA	NA	NA	NA	1
